# URE CONTROL TOOL V3.0.3
# Computation date: 2019/03/27 17:48:12
# Analysed streams: GAL258
# Analysed PRN: all PRN
# Analysed services: E1E5a
# Analysed period: 2019/03/01
# Sampling: 120s
# Analysis centre for input files: grg
# This file gives the orbital errors, the errors due to the clock models and the UREs (WUL and global average (Av))
# BGD / TGD and DCB values are monitored in single frequency mode
# Two types of clock BRDC/SP3 adjustments are used for computation: mean and median (med).
SVID;YYYY/MM/DD;HH:MM:SS;dX(m);dY(m);dZ(m);d3D(m);dR(m);dAC(m);dH_mean(m);dB_mean(m);dBGD_mean(m);AdjBGD-DCB_mean(m);URE_WUL_mean(m);URE_Av_mean(m);dH_med(m);dB_med(m);dBGD_med(m);AdjBGD-DCB_med(m);URE_WUL_med(m);URE_Av_med(m)
E02;2019/03/01;05:52:00;3.0998E-02;-1.9430E-01;2.0769E-02;1.9785E-01;1.2882E-01;1.5016E-01;5.2602E-02;3.0951E-03;0.0000E+00;0.0000E+00;1.0554E-01;7.6542E-02;6.8749E-02;-1.3052E-02;0.0000E+00;0.0000E+00;8.9398E-02;6.1046E-02
E03;2019/03/01;05:52:00;-1.3951E-02;-2.7453E-03;3.6178E-02;3.8872E-02;-1.8666E-02;3.4098E-02;-2.4073E-01;3.0951E-03;0.0000E+00;0.0000E+00;2.2986E-01;2.2242E-01;-2.2459E-01;-1.3052E-02;0.0000E+00;0.0000E+00;2.1371E-01;2.0628E-01
E04;2019/03/01;05:52:00;-8.8766E-03;-1.2161E-01;2.2402E-01;2.5506E-01;1.7374E-01;1.8674E-01;2.1317E-01;3.0951E-03;0.0000E+00;0.0000E+00;8.3750E-02;4.8573E-02;2.2932E-01;-1.3052E-02;0.0000E+00;0.0000E+00;9.9897E-02;6.3136E-02
E05;2019/03/01;05:52:00;3.1727E-04;-2.0436E-01;-1.2089E-01;2.3744E-01;2.1602E-01;9.8568E-02;1.2054E-01;3.0951E-03;0.0000E+00;0.0000E+00;1.1164E-01;9.2777E-02;1.3669E-01;-1.3052E-02;0.0000E+00;0.0000E+00;9.5493E-02;7.6812E-02
E07;2019/03/01;05:52:00;1.4415E-01;-5.2543E-02;-1.2224E-03;1.5343E-01;-1.1734E-01;9.8848E-02;-1.7794E-01;3.0951E-03;0.0000E+00;0.0000E+00;8.4653E-02;6.3799E-02;-1.6179E-01;-1.3052E-02;0.0000E+00;0.0000E+00;6.8506E-02;4.8079E-02
E08;2019/03/01;05:52:00;3.8966E-02;2.7294E-01;-4.8496E-02;2.7994E-01;1.7538E-02;2.7939E-01;-9.8432E-02;3.0951E-03;0.0000E+00;0.0000E+00;1.7576E-01;1.2106E-01;-8.2285E-02;-1.3052E-02;0.0000E+00;0.0000E+00;1.5961E-01;1.0574E-01
E09;2019/03/01;05:52:00;7.0885E-02;-3.8780E-01;5.9680E-04;3.9422E-01;3.0730E-01;2.4694E-01;3.6036E-01;3.0951E-03;0.0000E+00;0.0000E+00;1.1350E-01;6.6158E-02;3.7650E-01;-1.3052E-02;0.0000E+00;0.0000E+00;1.2964E-01;8.0715E-02
E11;2019/03/01;05:52:00;-1.3264E-01;-2.1183E-01;1.4999E-02;2.5038E-01;-1.3985E-02;2.4999E-01;1.9456E-01;3.0951E-03;0.0000E+00;0.0000E+00;2.6206E-01;2.1075E-01;2.1071E-01;-1.3052E-02;0.0000E+00;0.0000E+00;2.7821E-01;2.2673E-01
E12;2019/03/01;05:52:00;1.8527E-01;-3.9787E-01;1.4438E-01;4.6203E-01;1.4068E-01;4.4009E-01;2.2479E-01;3.0951E-03;0.0000E+00;0.0000E+00;1.8222E-01;1.0311E-01;2.4093E-01;-1.3052E-02;0.0000E+00;0.0000E+00;1.9836E-01;1.1698E-01
E13;2019/03/01;05:52:00;1.9369E-01;-6.5529E-03;-1.8069E-01;2.6497E-01;-9.9439E-02;2.4561E-01;-3.4258E-01;3.0951E-03;0.0000E+00;0.0000E+00;2.9842E-01;2.4679E-01;-3.2643E-01;-1.3052E-02;0.0000E+00;0.0000E+00;2.8227E-01;2.3078E-01
E15;2019/03/01;05:52:00;-1.8434E-01;2.2711E-01;-1.7229E-01;3.3948E-01;1.3447E-01;3.1171E-01;-5.2628E-02;3.0951E-03;0.0000E+00;0.0000E+00;2.5111E-01;1.8912E-01;-3.6481E-02;-1.3052E-02;0.0000E+00;0.0000E+00;2.3496E-01;1.7337E-01
E19;2019/03/01;05:52:00;-1.3159E-01;-1.8939E-02;2.7474E-01;3.0521E-01;1.3135E-01;2.7551E-01;1.3410E-01;3.0951E-03;0.0000E+00;0.0000E+00;6.5205E-02;3.5545E-02;1.5024E-01;-1.3052E-02;0.0000E+00;0.0000E+00;8.1352E-02;4.1025E-02
E21;2019/03/01;05:52:00;6.9960E-02;-2.5278E-01;-2.3669E-02;2.6335E-01;-1.9914E-01;1.7232E-01;-2.3481E-01;3.0951E-03;0.0000E+00;0.0000E+00;7.7491E-02;4.4761E-02;-2.1866E-01;-1.3052E-02;0.0000E+00;0.0000E+00;6.1344E-02;3.1720E-02
E24;2019/03/01;05:52:00;3.8726E-01;2.7597E-01;4.1079E-02;4.7730E-01;5.6358E-02;4.7396E-01;1.0936E-01;3.0951E-03;0.0000E+00;0.0000E+00;1.5641E-01;8.1085E-02;1.2551E-01;-1.3052E-02;0.0000E+00;0.0000E+00;1.7256E-01;9.2613E-02
E25;2019/03/01;05:52:00;2.6948E-01;1.0126E-01;-3.7486E-02;2.9031E-01;-8.3704E-02;2.7798E-01;-2.3431E-01;3.0951E-03;0.0000E+00;0.0000E+00;2.1247E-01;1.5608E-01;-2.1816E-01;-1.3052E-02;0.0000E+00;0.0000E+00;1.9632E-01;1.4041E-01
E26;2019/03/01;05:52:00;-2.6899E-01;-1.1066E-01;1.1018E-01;3.1103E-01;-9.1323E-02;2.9733E-01;-1.2091E-01;3.0951E-03;0.0000E+00;0.0000E+00;9.5818E-02;4.9089E-02;-1.0476E-01;-1.3052E-02;0.0000E+00;0.0000E+00;7.9672E-02;4.0821E-02
E27;2019/03/01;05:52:00;-1.1833E-02;-1.1685E-01;1.8837E-02;1.1895E-01;-1.3796E-02;1.1815E-01;-1.2731E-01;3.0951E-03;0.0000E+00;0.0000E+00;1.3930E-01;1.1474E-01;-1.1117E-01;-1.3052E-02;0.0000E+00;0.0000E+00;1.2315E-01;9.8757E-02
E30;2019/03/01;05:52:00;5.9512E-02;-2.1183E-01;6.7337E-02;2.3011E-01;6.0157E-02;2.2210E-01;5.0341E-02;3.0951E-03;0.0000E+00;0.0000E+00;5.6261E-02;2.9716E-02;6.6488E-02;-1.3052E-02;0.0000E+00;0.0000E+00;5.5602E-02;2.9305E-02
E31;2019/03/01;05:52:00;1.8061E-01;-2.1864E-01;2.0276E-02;2.8432E-01;5.5684E-02;2.7881E-01;-1.1806E-01;3.0951E-03;0.0000E+00;0.0000E+00;2.3252E-01;1.7646E-01;-1.0192E-01;-1.3052E-02;0.0000E+00;0.0000E+00;2.1637E-01;1.6068E-01
E33;2019/03/01;05:52:00;1.8981E-01;-1.0685E-01;2.6674E-02;2.1945E-01;3.8285E-02;2.1608E-01;1.6243E-02;3.0951E-03;0.0000E+00;0.0000E+00;6.7715E-02;3.4935E-02;3.2390E-02;-1.3052E-02;0.0000E+00;0.0000E+00;5.1569E-02;2.8102E-02
E36;2019/03/01;05:52:00;-6.0777E-02;-2.6079E-01;1.1623E-01;2.9192E-01;2.2978E-01;1.8004E-01;3.2019E-01;3.0951E-03;0.0000E+00;0.0000E+00;1.3458E-01;9.6976E-02;3.3634E-01;-1.3052E-02;0.0000E+00;0.0000E+00;1.5073E-01;1.1273E-01
E01;2019/03/01;05:54:00;3.3634E-01;-2.6863E-01;-1.4968E-01;4.5573E-01;-4.7255E-03;4.5571E-01;-5.3950E-02;6.5534E-03;0.0000E+00;0.0000E+00;1.4754E-01;7.6288E-02;-3.3385E-02;-1.4011E-02;0.0000E+00;0.0000E+00;1.2697E-01;6.4923E-02
E02;2019/03/01;05:54:00;7.8828E-02;-1.8830E-01;-2.1921E-02;2.0531E-01;9.6504E-02;1.8121E-01;3.8244E-02;6.5534E-03;0.0000E+00;0.0000E+00;9.5029E-02;6.1216E-02;5.8808E-02;-1.4011E-02;0.0000E+00;0.0000E+00;7.4465E-02;4.2891E-02
E03;2019/03/01;05:54:00;-1.0630E-02;-8.5270E-03;3.6703E-02;3.9151E-02;-1.5707E-02;3.5862E-02;-2.4688E-01;6.5534E-03;0.0000E+00;0.0000E+00;2.3927E-01;2.3147E-01;-2.2631E-01;-1.4011E-02;0.0000E+00;0.0000E+00;2.1870E-01;2.1091E-01
E04;2019/03/01;05:54:00;-7.6806E-03;-1.2084E-01;2.2386E-01;2.5451E-01;1.7372E-01;1.8600E-01;2.1005E-01;6.5534E-03;0.0000E+00;0.0000E+00;8.0483E-02;4.5844E-02;2.3061E-01;-1.4011E-02;0.0000E+00;0.0000E+00;1.0105E-01;6.4316E-02
E05;2019/03/01;05:54:00;5.8295E-04;-2.0693E-01;-1.1841E-01;2.3842E-01;2.1712E-01;9.8494E-02;1.1938E-01;6.5534E-03;0.0000E+00;0.0000E+00;1.1387E-01;9.5006E-02;1.3994E-01;-1.4011E-02;0.0000E+00;0.0000E+00;9.3303E-02;7.4675E-02
E07;2019/03/01;05:54:00;1.4488E-01;-4.8236E-02;-1.0996E-03;1.5270E-01;-1.1434E-01;1.0121E-01;-1.8508E-01;6.5534E-03;0.0000E+00;0.0000E+00;9.5239E-02;7.3776E-02;-1.6452E-01;-1.4011E-02;0.0000E+00;0.0000E+00;7.4675E-02;5.3653E-02
E08;2019/03/01;05:54:00;1.6298E-02;1.6824E-01;-1.9897E-02;1.7019E-01;5.9022E-03;1.7009E-01;-8.7753E-02;6.5534E-03;0.0000E+00;0.0000E+00;1.3017E-01;9.6048E-02;-6.7189E-02;-1.4011E-02;0.0000E+00;0.0000E+00;1.0960E-01;7.6159E-02
E09;2019/03/01;05:54:00;6.5753E-02;-3.8900E-01;4.0800E-03;3.9454E-01;3.0472E-01;2.5062E-01;3.5822E-01;6.5534E-03;0.0000E+00;0.0000E+00;1.1467E-01;6.6734E-02;3.7879E-01;-1.4011E-02;0.0000E+00;0.0000E+00;1.3524E-01;8.5344E-02
E11;2019/03/01;05:54:00;-1.3304E-01;-2.0890E-01;1.2903E-02;2.4800E-01;-1.6726E-02;2.4744E-01;1.8943E-01;6.5534E-03;0.0000E+00;0.0000E+00;2.5906E-01;2.0830E-01;2.1000E-01;-1.4011E-02;0.0000E+00;0.0000E+00;2.7963E-01;2.2864E-01
E12;2019/03/01;05:54:00;1.8725E-01;-3.9744E-01;1.4363E-01;4.6223E-01;1.4033E-01;4.4041E-01;2.2201E-01;6.5534E-03;0.0000E+00;0.0000E+00;1.7984E-01;1.0109E-01;2.4257E-01;-1.4011E-02;0.0000E+00;0.0000E+00;2.0041E-01;1.1873E-01
E13;2019/03/01;05:54:00;1.7059E-01;-3.4113E-02;-1.0086E-01;2.0109E-01;-1.2230E-01;1.5962E-01;-3.2699E-01;6.5534E-03;0.0000E+00;0.0000E+00;2.4196E-01;2.0771E-01;-3.0642E-01;-1.4011E-02;0.0000E+00;0.0000E+00;2.2140E-01;1.8725E-01
E15;2019/03/01;05:54:00;-1.9233E-01;2.8671E-01;-2.0249E-01;4.0024E-01;1.3208E-01;3.7782E-01;-5.3976E-02;6.5534E-03;0.0000E+00;0.0000E+00;2.6436E-01;1.9011E-01;-3.3412E-02;-1.4011E-02;0.0000E+00;0.0000E+00;2.4380E-01;1.7030E-01
E19;2019/03/01;05:54:00;-1.2678E-01;-2.1302E-02;2.7565E-01;3.0415E-01;1.2932E-01;2.7529E-01;1.3121E-01;6.5534E-03;0.0000E+00;0.0000E+00;6.4238E-02;3.5403E-02;1.5177E-01;-1.4011E-02;0.0000E+00;0.0000E+00;8.4803E-02;4.2911E-02
E21;2019/03/01;05:54:00;6.5397E-02;-2.5638E-01;-2.1992E-02;2.6550E-01;-2.0029E-01;1.7428E-01;-2.3846E-01;6.5534E-03;0.0000E+00;0.0000E+00;8.0441E-02;4.7088E-02;-2.1790E-01;-1.4011E-02;0.0000E+00;0.0000E+00;5.9877E-02;3.0566E-02
E24;2019/03/01;05:54:00;3.8847E-01;2.7807E-01;4.7934E-02;4.8014E-01;5.5263E-02;4.7694E-01;1.0659E-01;6.5534E-03;0.0000E+00;0.0000E+00;1.5536E-01;8.0261E-02;1.2716E-01;-1.4011E-02;0.0000E+00;0.0000E+00;1.7593E-01;9.4938E-02
E25;2019/03/01;05:54:00;3.1069E-01;1.2992E-01;-4.5659E-02;3.3984E-01;-1.0227E-01;3.2409E-01;-2.1357E-01;6.5534E-03;0.0000E+00;0.0000E+00;1.8353E-01;1.2033E-01;-1.9300E-01;-1.4011E-02;0.0000E+00;0.0000E+00;1.6297E-01;1.0127E-01
E26;2019/03/01;05:54:00;-2.6211E-01;-9.3757E-02;8.2207E-02;2.9026E-01;-5.8576E-02;2.8428E-01;-9.3419E-02;6.5534E-03;0.0000E+00;0.0000E+00;9.7495E-02;5.1004E-02;-7.2855E-02;-1.4011E-02;0.0000E+00;0.0000E+00;7.6931E-02;3.9389E-02
E27;2019/03/01;05:54:00;-1.2791E-02;-1.1457E-01;1.8120E-02;1.1670E-01;-1.2350E-02;1.1604E-01;-1.3263E-01;6.5534E-03;0.0000E+00;0.0000E+00;1.4557E-01;1.2139E-01;-1.1206E-01;-1.4011E-02;0.0000E+00;0.0000E+00;1.2501E-01;1.0101E-01
E30;2019/03/01;05:54:00;5.8696E-02;-2.1784E-01;6.6078E-02;2.3509E-01;6.2168E-02;2.2672E-01;4.9179E-02;6.5534E-03;0.0000E+00;0.0000E+00;6.0382E-02;3.1339E-02;6.9743E-02;-1.4011E-02;0.0000E+00;0.0000E+00;5.7888E-02;3.0215E-02
E31;2019/03/01;05:54:00;1.8192E-01;-2.1993E-01;2.3731E-02;2.8640E-01;5.4494E-02;2.8117E-01;-1.2255E-01;6.5534E-03;0.0000E+00;0.0000E+00;2.3635E-01;1.7977E-01;-1.0199E-01;-1.4011E-02;0.0000E+00;0.0000E+00;2.1579E-01;1.5967E-01
E33;2019/03/01;05:54:00;1.9152E-01;-1.1153E-01;2.5332E-02;2.2308E-01;3.6317E-02;2.2010E-01;1.2821E-02;6.5534E-03;0.0000E+00;0.0000E+00;7.0083E-02;3.6262E-02;3.3385E-02;-1.4011E-02;0.0000E+00;0.0000E+00;4.9519E-02;2.8215E-02
E36;2019/03/01;05:54:00;-6.4343E-02;-2.6020E-01;1.1879E-01;2.9318E-01;2.3019E-01;1.8158E-01;3.1812E-01;6.5534E-03;0.0000E+00;0.0000E+00;1.3245E-01;9.4630E-02;3.3869E-01;-1.4011E-02;0.0000E+00;0.0000E+00;1.5302E-01;1.1468E-01
E01;2019/03/01;05:56:00;3.3741E-01;-2.7033E-01;-1.4700E-01;4.5665E-01;-6.7588E-03;4.5660E-01;-5.5492E-02;6.1376E-03;0.0000E+00;0.0000E+00;1.4729E-01;7.6081E-02;-3.6291E-02;-1.3063E-02;0.0000E+00;0.0000E+00;1.2809E-01;6.5431E-02
E02;2019/03/01;05:56:00;8.5030E-02;-1.8833E-01;-2.9290E-02;2.0870E-01;9.3301E-02;1.8668E-01;4.0014E-02;6.1376E-03;0.0000E+00;0.0000E+00;9.1311E-02;5.6981E-02;5.9215E-02;-1.3063E-02;0.0000E+00;0.0000E+00;7.2110E-02;4.0352E-02
E03;2019/03/01;05:56:00;-8.2245E-03;-1.4206E-02;3.7475E-02;4.0912E-02;-1.2616E-02;3.8918E-02;-2.4915E-01;6.1376E-03;0.0000E+00;0.0000E+00;2.4522E-01;2.3679E-01;-2.2995E-01;-1.3063E-02;0.0000E+00;0.0000E+00;2.2602E-01;2.1760E-01
E04;2019/03/01;05:56:00;-5.5164E-03;-1.1965E-01;2.2369E-01;2.5374E-01;1.7424E-01;1.8446E-01;2.1080E-01;6.1376E-03;0.0000E+00;0.0000E+00;8.0395E-02;4.5948E-02;2.3000E-01;-1.3063E-02;0.0000E+00;0.0000E+00;9.9596E-02;6.3200E-02
E05;2019/03/01;05:56:00;2.9974E-04;-2.0850E-01;-1.1580E-01;2.3850E-01;2.1716E-01;9.8607E-02;1.2208E-01;6.1376E-03;0.0000E+00;0.0000E+00;1.1122E-01;9.2363E-02;1.4128E-01;-1.3063E-02;0.0000E+00;0.0000E+00;9.2021E-02;7.3390E-02
E07;2019/03/01;05:56:00;1.4537E-01;-4.4640E-02;-8.0290E-04;1.5207E-01;-1.1180E-01;1.0308E-01;-1.8835E-01;6.1376E-03;0.0000E+00;0.0000E+00;1.0138E-01;7.9487E-02;-1.6914E-01;-1.3063E-02;0.0000E+00;0.0000E+00;8.2178E-02;6.0636E-02
E08;2019/03/01;05:56:00;1.3971E-02;1.7058E-01;-2.1739E-02;1.7253E-01;7.2594E-03;1.7238E-01;-9.1800E-02;6.1376E-03;0.0000E+00;0.0000E+00;1.3603E-01;1.0136E-01;-7.2599E-02;-1.3063E-02;0.0000E+00;0.0000E+00;1.1683E-01;8.2724E-02
E09;2019/03/01;05:56:00;6.0970E-02;-3.8892E-01;7.6631E-03;3.9374E-01;3.0153E-01;2.5320E-01;3.5997E-01;6.1376E-03;0.0000E+00;0.0000E+00;1.2009E-01;7.1203E-02;3.7917E-01;-1.3063E-02;0.0000E+00;0.0000E+00;1.3929E-01;8.8733E-02
E11;2019/03/01;05:56:00;-1.3449E-01;-2.0606E-01;1.0670E-02;2.4630E-01;-2.0295E-02;2.4546E-01;1.8817E-01;6.1376E-03;0.0000E+00;0.0000E+00;2.6086E-01;2.1048E-01;2.0737E-01;-1.3063E-02;0.0000E+00;0.0000E+00;2.8006E-01;2.2948E-01
E12;2019/03/01;05:56:00;1.8852E-01;-3.9689E-01;1.4340E-01;4.6219E-01;1.3911E-01;4.4076E-01;2.2311E-01;6.1376E-03;0.0000E+00;0.0000E+00;1.8222E-01;1.0305E-01;2.4231E-01;-1.3063E-02;0.0000E+00;0.0000E+00;2.0143E-01;1.1959E-01
E13;2019/03/01;05:56:00;1.6960E-01;-3.1168E-02;-1.0391E-01;2.0132E-01;-1.2104E-01;1.6087E-01;-3.2790E-01;6.1376E-03;0.0000E+00;0.0000E+00;2.4438E-01;2.0986E-01;-3.0870E-01;-1.3063E-02;0.0000E+00;0.0000E+00;2.2517E-01;1.9076E-01
E15;2019/03/01;05:56:00;-1.9614E-01;2.8904E-01;-2.0219E-01;4.0360E-01;1.3273E-01;3.8115E-01;-5.1681E-02;6.1376E-03;0.0000E+00;0.0000E+00;2.6342E-01;1.8861E-01;-3.2480E-02;-1.3063E-02;0.0000E+00;0.0000E+00;2.4421E-01;1.7014E-01
E19;2019/03/01;05:56:00;-1.2088E-01;-2.3995E-02;2.7658E-01;3.0280E-01;1.2720E-01;2.7478E-01;1.3218E-01;6.1376E-03;0.0000E+00;0.0000E+00;6.7173E-02;3.5815E-02;1.5138E-01;-1.3063E-02;0.0000E+00;0.0000E+00;8.6374E-02;4.3852E-02
E21;2019/03/01;05:56:00;5.9570E-02;-2.5988E-01;-2.0298E-02;2.6739E-01;-2.0137E-01;1.7592E-01;-2.3824E-01;6.1376E-03;0.0000E+00;0.0000E+00;7.9509E-02;4.6057E-02;-2.1904E-01;-1.3063E-02;0.0000E+00;0.0000E+00;6.0308E-02;3.0767E-02
E24;2019/03/01;05:56:00;3.9049E-01;2.7932E-01;5.4916E-02;4.8324E-01;5.4775E-02;4.8012E-01;1.0770E-01;6.1376E-03;0.0000E+00;0.0000E+00;1.5763E-01;8.1609E-02;1.2690E-01;-1.3063E-02;0.0000E+00;0.0000E+00;1.7683E-01;9.5373E-02
E25;2019/03/01;05:56:00;3.1246E-01;1.3196E-01;-4.3328E-02;3.4194E-01;-1.0280E-01;3.2612E-01;-2.1528E-01;6.1376E-03;0.0000E+00;0.0000E+00;1.8516E-01;1.2154E-01;-1.9608E-01;-1.3063E-02;0.0000E+00;0.0000E+00;1.6596E-01;1.0371E-01
E26;2019/03/01;05:56:00;-2.6619E-01;-9.5048E-02;8.7071E-02;2.9576E-01;-5.9584E-02;2.8970E-01;-9.3986E-02;6.1376E-03;0.0000E+00;0.0000E+00;9.8244E-02;5.1204E-02;-7.4785E-02;-1.3063E-02;0.0000E+00;0.0000E+00;7.9044E-02;4.0394E-02
E27;2019/03/01;05:56:00;-1.4534E-02;-1.1162E-01;1.7330E-02;1.1389E-01;-1.0426E-02;1.1341E-01;-1.3407E-01;6.1376E-03;0.0000E+00;0.0000E+00;1.4832E-01;1.2466E-01;-1.1486E-01;-1.3063E-02;0.0000E+00;0.0000E+00;1.2912E-01;1.0561E-01
E30;2019/03/01;05:56:00;5.7888E-02;-2.2274E-01;6.4639E-02;2.3904E-01;6.3755E-02;2.3038E-01;5.1882E-02;6.1376E-03;0.0000E+00;0.0000E+00;6.0017E-02;3.1360E-02;7.1082E-02;-1.3063E-02;0.0000E+00;0.0000E+00;5.8466E-02;3.0603E-02
E31;2019/03/01;05:56:00;1.8312E-01;-2.2242E-01;2.7242E-02;2.8939E-01;5.2884E-02;2.8452E-01;-1.2317E-01;6.1376E-03;0.0000E+00;0.0000E+00;2.3612E-01;1.7891E-01;-1.0397E-01;-1.3063E-02;0.0000E+00;0.0000E+00;2.1692E-01;1.6016E-01
E33;2019/03/01;05:56:00;1.9287E-01;-1.1510E-01;2.3951E-02;2.2588E-01;3.4584E-02;2.2322E-01;1.3279E-02;6.1376E-03;0.0000E+00;0.0000E+00;6.8605E-02;3.5258E-02;3.2480E-02;-1.3063E-02;0.0000E+00;0.0000E+00;4.9404E-02;2.8558E-02
E36;2019/03/01;05:56:00;-6.8590E-02;-2.6041E-01;1.2128E-01;2.9534E-01;2.3076E-01;1.8433E-01;3.1991E-01;6.1376E-03;0.0000E+00;0.0000E+00;1.3428E-01;9.5909E-02;3.3911E-01;-1.3063E-02;0.0000E+00;0.0000E+00;1.5348E-01;1.1462E-01
E01;2019/03/01;05:58:00;3.3764E-01;-2.7273E-01;-1.4414E-01;4.5734E-01;-9.7838E-03;4.5723E-01;-5.7037E-02;5.7224E-03;0.0000E+00;0.0000E+00;1.4602E-01;7.5233E-02;-3.9223E-02;-1.2092E-02;0.0000E+00;0.0000E+00;1.2820E-01;6.5483E-02
E02;2019/03/01;05:58:00;9.1987E-02;-1.8773E-01;-3.6680E-02;2.1225E-01;8.9313E-02;1.9254E-01;4.1782E-02;5.7224E-03;0.0000E+00;0.0000E+00;8.6910E-02;5.2216E-02;5.9597E-02;-1.2092E-02;0.0000E+00;0.0000E+00;6.9096E-02;3.7455E-02
E03;2019/03/01;05:58:00;-6.5904E-03;-1.9796E-02;3.8481E-02;4.3773E-02;-9.4166E-03;4.2748E-02;-2.5143E-01;5.7224E-03;0.0000E+00;0.0000E+00;2.5145E-01;2.4223E-01;-2.3362E-01;-1.2092E-02;0.0000E+00;0.0000E+00;2.3363E-01;2.2442E-01
E04;2019/03/01;05:58:00;-2.5263E-03;-1.1815E-01;2.2354E-01;2.5286E-01;1.7524E-01;1.8229E-01;2.1156E-01;5.7224E-03;0.0000E+00;0.0000E+00;7.9714E-02;4.5616E-02;2.2938E-01;-1.2092E-02;0.0000E+00;0.0000E+00;9.7528E-02;6.1607E-02
E05;2019/03/01;05:58:00;-4.4363E-04;-2.0919E-01;-1.1308E-01;2.3780E-01;2.1627E-01;9.8863E-02;1.2478E-01;5.7224E-03;0.0000E+00;0.0000E+00;1.0771E-01;8.8832E-02;1.4260E-01;-1.2092E-02;0.0000E+00;0.0000E+00;8.9899E-02;7.1246E-02
E07;2019/03/01;05:58:00;1.4566E-01;-4.1655E-02;-3.9660E-04;1.5150E-01;-1.0965E-01;1.0454E-01;-1.9160E-01;5.7224E-03;0.0000E+00;0.0000E+00;1.0705E-01;8.4818E-02;-1.7379E-01;-1.2092E-02;0.0000E+00;0.0000E+00;8.9234E-02;6.7284E-02
E08;2019/03/01;05:58:00;1.0923E-02;1.7251E-01;-2.3526E-02;1.7445E-01;8.9403E-03;1.7422E-01;-9.5843E-02;5.7224E-03;0.0000E+00;0.0000E+00;1.4211E-01;1.0698E-01;-7.8028E-02;-1.2092E-02;0.0000E+00;0.0000E+00;1.2430E-01;8.9628E-02
E09;2019/03/01;05:58:00;5.6487E-02;-3.8771E-01;1.1345E-02;3.9196E-01;2.9784E-01;2.5481E-01;3.6172E-01;5.7224E-03;0.0000E+00;0.0000E+00;1.2579E-01;7.6123E-02;3.7954E-01;-1.2092E-02;0.0000E+00;0.0000E+00;1.4360E-01;9.2538E-02
E11;2019/03/01;05:58:00;-1.3681E-01;-2.0325E-01;8.2911E-03;2.4515E-01;-2.4579E-02;2.4391E-01;1.8690E-01;5.7224E-03;0.0000E+00;0.0000E+00;2.6344E-01;2.1336E-01;2.0472E-01;-1.2092E-02;0.0000E+00;0.0000E+00;2.8125E-01;2.3100E-01
E12;2019/03/01;05:58:00;1.8921E-01;-3.9630E-01;1.4368E-01;4.6206E-01;1.3713E-01;4.4124E-01;2.2423E-01;5.7224E-03;0.0000E+00;0.0000E+00;1.8538E-01;1.0566E-01;2.4205E-01;-1.2092E-02;0.0000E+00;0.0000E+00;2.0319E-01;1.2110E-01
E13;2019/03/01;05:58:00;1.6962E-01;-2.7943E-02;-1.0698E-01;2.0248E-01;-1.2054E-01;1.6268E-01;-3.2882E-01;5.7224E-03;0.0000E+00;0.0000E+00;2.4617E-01;2.1129E-01;-3.1100E-01;-1.2092E-02;0.0000E+00;0.0000E+00;2.2836E-01;1.9357E-01
E15;2019/03/01;05:58:00;-1.9910E-01;2.9072E-01;-2.0185E-01;4.0608E-01;1.3250E-01;3.8385E-01;-4.9373E-02;5.7224E-03;0.0000E+00;0.0000E+00;2.6147E-01;1.8626E-01;-3.1558E-02;-1.2092E-02;0.0000E+00;0.0000E+00;2.4365E-01;1.6914E-01
E19;2019/03/01;05:58:00;-1.1407E-01;-2.6944E-02;2.7756E-01;3.0129E-01;1.2499E-01;2.7414E-01;1.3314E-01;5.7224E-03;0.0000E+00;0.0000E+00;7.0162E-02;3.6487E-02;1.5096E-01;-1.2092E-02;0.0000E+00;0.0000E+00;8.7977E-02;4.4862E-02
E21;2019/03/01;05:58:00;5.2741E-02;-2.6322E-01;-1.8616E-02;2.6910E-01;-2.0232E-01;1.7743E-01;-2.3800E-01;5.7224E-03;0.0000E+00;0.0000E+00;7.8674E-02;4.5138E-02;-2.2019E-01;-1.2092E-02;0.0000E+00;0.0000E+00;6.0859E-02;3.1058E-02
E24;2019/03/01;05:58:00;3.9317E-01;2.7980E-01;6.1996E-02;4.8654E-01;5.4818E-02;4.8344E-01;1.0882E-01;5.7224E-03;0.0000E+00;0.0000E+00;1.5942E-01;8.2636E-02;1.2663E-01;-1.2092E-02;0.0000E+00;0.0000E+00;1.7723E-01;9.5405E-02
E25;2019/03/01;05:58:00;3.1495E-01;1.3400E-01;-4.0695E-02;3.4468E-01;-1.0356E-01;3.2876E-01;-2.1699E-01;5.7224E-03;0.0000E+00;0.0000E+00;1.8669E-01;1.2256E-01;-1.9917E-01;-1.2092E-02;0.0000E+00;0.0000E+00;1.6888E-01;1.0600E-01
E26;2019/03/01;05:58:00;-2.6995E-01;-9.5508E-02;9.2044E-02;3.0078E-01;-6.0165E-02;2.9470E-01;-9.4564E-02;5.7224E-03;0.0000E+00;0.0000E+00;9.9333E-02;5.1672E-02;-7.6749E-02;-1.2092E-02;0.0000E+00;0.0000E+00;8.1518E-02;4.1550E-02
