# URE CONTROL TOOL V3.0.3
# Computation date: 2019/03/27 17:48:12
# Analysed streams: GAL258
# Analysed PRN: all PRN
# Analysed services: E1E5a
# Analysed period: 2019/03/01
# Sampling: 120s
# Analysis centre for input files: grg
# This file gives the orbital errors, the errors due to the clock models and the UREs (WUL and global average (Av))
# BGD / TGD and DCB values are monitored in single frequency mode
# Two types of clock BRDC/SP3 adjustments are used for computation: mean and median (med).
SVID;YYYY/MM/DD;HH:MM:SS;dX(m);dY(m);dZ(m);d3D(m);dR(m);dAC(m);dH_mean(m);dB_mean(m);dBGD_mean(m);AdjBGD-DCB_mean(m);URE_WUL_mean(m);URE_Av_mean(m);dH_med(m);dB_med(m);dBGD_med(m);AdjBGD-DCB_med(m);URE_WUL_med(m);URE_Av_med(m)
E26;2019/03/01;00:06:00;1.8161E-01;1.1494E-01;6.2558E-02;2.2384E-01;2.0689E-01;8.5441E-02;1.6975E-01;-9.5964E-02;0.0000E+00;0.0000E+00;5.0688E-02;3.5465E-02;1.5197E-01;-7.8176E-02;0.0000E+00;0.0000E+00;6.8476E-02;5.2669E-02
E27;2019/03/01;00:06:00;1.1524E-01;-4.0061E-02;-3.9111E-02;1.2812E-01;-1.7775E-02;1.2688E-01;1.0234E-01;-9.5964E-02;0.0000E+00;0.0000E+00;1.4704E-01;1.2091E-01;8.4550E-02;-7.8176E-02;0.0000E+00;0.0000E+00;1.2925E-01;1.0331E-01
E30;2019/03/01;00:06:00;1.3333E-01;1.5886E-01;-3.0481E-01;3.6868E-01;7.0752E-02;3.6183E-01;5.2697E-03;-9.5964E-02;0.0000E+00;0.0000E+00;1.4180E-01;7.9203E-02;-1.2518E-02;-7.8176E-02;0.0000E+00;0.0000E+00;1.5959E-01;9.4221E-02
E31;2019/03/01;00:06:00;9.5045E-02;9.5990E-04;8.0574E-02;1.2461E-01;6.9664E-02;1.0331E-01;-4.8351E-02;-9.5964E-02;0.0000E+00;0.0000E+00;1.3864E-01;1.1761E-01;-6.6139E-02;-7.8176E-02;0.0000E+00;0.0000E+00;1.5643E-01;1.3530E-01
E33;2019/03/01;00:06:00;1.6585E-01;6.5630E-02;1.1771E-01;2.1370E-01;1.8841E-01;1.0084E-01;3.0306E-02;-9.5964E-02;0.0000E+00;0.0000E+00;1.7541E-01;1.5554E-01;1.2518E-02;-7.8176E-02;0.0000E+00;0.0000E+00;1.9319E-01;1.7327E-01
E36;2019/03/01;00:06:00;9.8365E-02;5.6970E-02;-3.2157E-01;3.4107E-01;7.3005E-02;3.3317E-01;-1.0014E-01;-9.5964E-02;0.0000E+00;0.0000E+00;2.4324E-01;1.7713E-01;-1.1792E-01;-7.8176E-02;0.0000E+00;0.0000E+00;2.6103E-01;1.9444E-01
E01;2019/03/01;00:08:00;2.7748E-01;-2.1833E-01;6.2626E-02;3.5858E-01;2.6060E-01;2.4631E-01;1.4579E-01;-9.6419E-02;0.0000E+00;0.0000E+00;1.6175E-01;1.1491E-01;1.2871E-01;-7.9332E-02;0.0000E+00;0.0000E+00;1.7884E-01;1.3142E-01
E02;2019/03/01;00:08:00;1.4550E-02;1.0530E-01;6.5027E-02;1.2461E-01;5.6384E-02;1.1112E-01;-1.2064E-01;-9.6419E-02;0.0000E+00;0.0000E+00;1.9965E-01;1.7667E-01;-1.3773E-01;-7.9332E-02;0.0000E+00;0.0000E+00;2.1674E-01;1.9371E-01
E03;2019/03/01;00:08:00;-6.0632E-03;-1.2449E-01;6.0957E-02;1.3875E-01;2.7022E-02;1.3609E-01;5.6709E-02;-9.6419E-02;0.0000E+00;0.0000E+00;5.9640E-02;3.4789E-02;3.9622E-02;-7.9332E-02;0.0000E+00;0.0000E+00;4.2554E-02;2.1737E-02
E04;2019/03/01;00:08:00;7.1051E-01;2.9585E-01;5.0826E-01;9.2232E-01;-1.4466E-01;9.1090E-01;-4.7870E-01;-9.6419E-02;0.0000E+00;0.0000E+00;5.3372E-01;3.5598E-01;-4.9578E-01;-7.9332E-02;0.0000E+00;0.0000E+00;5.5081E-01;3.7217E-01
E05;2019/03/01;00:08:00;-3.2279E-02;-8.6864E-02;1.7091E-01;1.9442E-01;1.2347E-02;1.9403E-01;-3.0265E-01;-9.6419E-02;0.0000E+00;0.0000E+00;3.5652E-01;3.1577E-01;-3.1974E-01;-7.9332E-02;0.0000E+00;0.0000E+00;3.7360E-01;3.3281E-01
E07;2019/03/01;00:08:00;1.1830E-01;-1.1981E-01;2.9595E-01;3.4050E-01;1.7723E-01;2.9073E-01;2.2466E-01;-9.6419E-02;0.0000E+00;0.0000E+00;1.1423E-01;6.2570E-02;2.0757E-01;-7.9332E-02;0.0000E+00;0.0000E+00;9.7140E-02;4.9865E-02
E08;2019/03/01;00:08:00;2.5808E-01;-1.2589E-01;3.8249E-01;4.7828E-01;1.0676E-01;4.6621E-01;3.5724E-02;-9.6419E-02;0.0000E+00;0.0000E+00;1.6898E-01;9.1361E-02;1.8638E-02;-7.9332E-02;0.0000E+00;0.0000E+00;1.8607E-01;1.0491E-01
E09;2019/03/01;00:08:00;2.6253E-01;-1.7673E-01;2.0499E-02;3.1713E-01;2.8158E-02;3.1588E-01;-1.5195E-01;-9.6419E-02;0.0000E+00;0.0000E+00;2.4751E-01;1.8412E-01;-1.6904E-01;-7.9332E-02;0.0000E+00;0.0000E+00;2.6460E-01;2.0083E-01
E11;2019/03/01;00:08:00;1.6127E-02;2.1658E-02;-4.1743E-01;4.1830E-01;-7.0815E-02;4.1226E-01;9.0966E-02;-9.6419E-02;0.0000E+00;0.0000E+00;2.4898E-01;1.6903E-01;7.3880E-02;-7.9332E-02;0.0000E+00;0.0000E+00;2.3190E-01;1.5288E-01
E12;2019/03/01;00:08:00;2.5045E-01;1.0777E-01;1.2259E-02;2.7293E-01;4.1346E-04;2.7293E-01;9.1117E-02;-9.6419E-02;0.0000E+00;0.0000E+00;1.4952E-01;9.7181E-02;7.4031E-02;-7.9332E-02;0.0000E+00;0.0000E+00;1.3244E-01;8.1463E-02
E13;2019/03/01;00:08:00;-5.4293E-02;-6.0468E-02;4.2258E-02;9.1596E-02;-7.4817E-02;5.2842E-02;-6.3544E-02;-9.6419E-02;0.0000E+00;0.0000E+00;2.0901E-02;1.2104E-02;-8.0630E-02;-7.9332E-02;0.0000E+00;0.0000E+00;1.8955E-02;9.7670E-03
E15;2019/03/01;00:08:00;2.9567E-01;1.0137E-02;-1.4067E-01;3.2759E-01;2.5931E-02;3.2656E-01;-1.2830E-03;-9.6419E-02;0.0000E+00;0.0000E+00;9.6989E-02;4.9577E-02;-1.8369E-02;-7.9332E-02;0.0000E+00;0.0000E+00;1.1408E-01;6.0541E-02
E19;2019/03/01;00:08:00;2.9276E-01;-7.5725E-02;6.6347E-02;3.0959E-01;2.6094E-01;1.6660E-01;3.0362E-01;-9.6419E-02;0.0000E+00;0.0000E+00;8.4709E-02;5.1605E-02;2.8654E-01;-7.9332E-02;0.0000E+00;0.0000E+00;6.7623E-02;3.6731E-02
E21;2019/03/01;00:08:00;-2.8589E-01;1.4976E-01;9.2551E-02;3.3575E-01;-1.6671E-01;2.9144E-01;-9.3825E-02;-9.6419E-02;0.0000E+00;0.0000E+00;1.3176E-01;7.9406E-02;-1.1091E-01;-7.9332E-02;0.0000E+00;0.0000E+00;1.1467E-01;6.4813E-02
E24;2019/03/01;00:08:00;7.4639E-02;4.7989E-02;2.1382E-01;2.3150E-01;1.1480E-01;2.0103E-01;1.2939E-01;-9.6419E-02;0.0000E+00;0.0000E+00;6.0602E-02;3.0521E-02;1.1230E-01;-7.9332E-02;0.0000E+00;0.0000E+00;4.3516E-02;2.5696E-02
E25;2019/03/01;00:08:00;8.6595E-02;3.0625E-01;2.3479E-01;3.9549E-01;6.2014E-02;3.9060E-01;-2.1240E-02;-9.6419E-02;0.0000E+00;0.0000E+00;1.6596E-01;9.6187E-02;-3.8326E-02;-7.9332E-02;0.0000E+00;0.0000E+00;1.8305E-01;1.1115E-01
E26;2019/03/01;00:08:00;1.8242E-01;1.1298E-01;6.4697E-02;2.2411E-01;2.0747E-01;8.4743E-02;1.7033E-01;-9.6419E-02;0.0000E+00;0.0000E+00;5.0526E-02;3.5430E-02;1.5324E-01;-7.9332E-02;0.0000E+00;0.0000E+00;6.7612E-02;5.1957E-02
E27;2019/03/01;00:08:00;1.1088E-01;-3.9108E-02;-3.4988E-02;1.2267E-01;-2.0357E-02;1.2097E-01;1.0023E-01;-9.6419E-02;0.0000E+00;0.0000E+00;1.4618E-01;1.2124E-01;8.3143E-02;-7.9332E-02;0.0000E+00;0.0000E+00;1.2909E-01;1.0431E-01
E30;2019/03/01;00:08:00;1.3412E-01;1.6265E-01;-3.1070E-01;3.7547E-01;7.0134E-02;3.6886E-01;5.5249E-03;-9.6419E-02;0.0000E+00;0.0000E+00;1.4246E-01;7.9036E-02;-1.1561E-02;-7.9332E-02;0.0000E+00;0.0000E+00;1.5955E-01;9.3311E-02
E31;2019/03/01;00:08:00;9.8624E-02;-1.0079E-03;8.0056E-02;1.2703E-01;7.2474E-02;1.0433E-01;-4.6940E-02;-9.6419E-02;0.0000E+00;0.0000E+00;1.4019E-01;1.1897E-01;-6.4027E-02;-7.9332E-02;0.0000E+00;0.0000E+00;1.5728E-01;1.3596E-01
E33;2019/03/01;00:08:00;1.6904E-01;6.5103E-02;1.1913E-01;2.1681E-01;1.9230E-01;1.0013E-01;2.8648E-02;-9.6419E-02;0.0000E+00;0.0000E+00;1.8071E-01;1.6099E-01;1.1561E-02;-7.9332E-02;0.0000E+00;0.0000E+00;1.9779E-01;1.7803E-01
E36;2019/03/01;00:08:00;9.4482E-02;5.1962E-02;-3.2446E-01;3.4191E-01;7.6230E-02;3.3330E-01;-1.0193E-01;-9.6419E-02;0.0000E+00;0.0000E+00;2.4821E-01;1.8196E-01;-1.1902E-01;-7.9332E-02;0.0000E+00;0.0000E+00;2.6530E-01;1.9861E-01
E01;2019/03/01;00:10:00;2.7735E-01;-2.2070E-01;5.9881E-02;3.5947E-01;2.5990E-01;2.4834E-01;1.4681E-01;-9.6874E-02;0.0000E+00;0.0000E+00;1.6048E-01;1.1333E-01;1.3044E-01;-8.0495E-02;0.0000E+00;0.0000E+00;1.7686E-01;1.2914E-01
E02;2019/03/01;00:10:00;1.4205E-02;9.7943E-02;6.9371E-02;1.2086E-01;5.6775E-02;1.0669E-01;-1.1921E-01;-9.6874E-02;0.0000E+00;0.0000E+00;1.9764E-01;1.7557E-01;-1.3558E-01;-8.0495E-02;0.0000E+00;0.0000E+00;2.1402E-01;1.9191E-01
E03;2019/03/01;00:10:00;-3.2875E-03;-1.2174E-01;6.2787E-02;1.3702E-01;2.4310E-02;1.3484E-01;5.7688E-02;-9.6874E-02;0.0000E+00;0.0000E+00;6.2999E-02;3.7918E-02;4.1309E-02;-8.0495E-02;0.0000E+00;0.0000E+00;4.6620E-02;2.4486E-02
E04;2019/03/01;00:10:00;7.1475E-01;2.9622E-01;5.1621E-01;9.3010E-01;-1.3927E-01;9.1962E-01;-4.8131E-01;-9.6874E-02;0.0000E+00;0.0000E+00;5.4348E-01;3.6383E-01;-4.9769E-01;-8.0495E-02;0.0000E+00;0.0000E+00;5.5986E-01;3.7937E-01
E05;2019/03/01;00:10:00;-3.6618E-02;-8.5072E-02;1.7030E-01;1.9386E-01;1.3242E-02;1.9341E-01;-3.0523E-01;-9.6874E-02;0.0000E+00;0.0000E+00;3.5983E-01;3.1921E-01;-3.2161E-01;-8.0495E-02;0.0000E+00;0.0000E+00;3.7621E-01;3.3554E-01
E07;2019/03/01;00:10:00;1.1440E-01;-1.2386E-01;2.9656E-01;3.4114E-01;1.7491E-01;2.9288E-01;2.2739E-01;-9.6874E-02;0.0000E+00;0.0000E+00;1.1969E-01;6.6830E-02;2.1101E-01;-8.0495E-02;0.0000E+00;0.0000E+00;1.0332E-01;5.4045E-02
E08;2019/03/01;00:10:00;2.5797E-01;-1.2560E-01;3.8207E-01;4.7781E-01;1.0279E-01;4.6662E-01;3.4014E-02;-9.6874E-02;0.0000E+00;0.0000E+00;1.6690E-01;8.9745E-02;1.7635E-02;-8.0495E-02;0.0000E+00;0.0000E+00;1.8328E-01;1.0257E-01
E09;2019/03/01;00:10:00;2.5707E-01;-1.7834E-01;2.1569E-02;3.1362E-01;3.1422E-02;3.1204E-01;-1.5269E-01;-9.6874E-02;0.0000E+00;0.0000E+00;2.5061E-01;1.8787E-01;-1.6906E-01;-8.0495E-02;0.0000E+00;0.0000E+00;2.6699E-01;2.0390E-01
E11;2019/03/01;00:10:00;1.0516E-02;1.7689E-02;-4.2435E-01;4.2485E-01;-7.1762E-02;4.1875E-01;8.9899E-02;-9.6874E-02;0.0000E+00;0.0000E+00;2.5024E-01;1.6916E-01;7.3521E-02;-8.0495E-02;0.0000E+00;0.0000E+00;2.3386E-01;1.5371E-01
E12;2019/03/01;00:10:00;2.5750E-01;1.0713E-01;1.2189E-02;2.7916E-01;4.1381E-03;2.7913E-01;9.0662E-02;-9.6874E-02;0.0000E+00;0.0000E+00;1.4677E-01;9.3647E-02;7.4284E-02;-8.0495E-02;0.0000E+00;0.0000E+00;1.3039E-01;7.8750E-02
E13;2019/03/01;00:10:00;-5.5805E-02;-6.2519E-02;4.0988E-02;9.3289E-02;-7.7381E-02;5.2106E-02;-6.3068E-02;-9.6874E-02;0.0000E+00;0.0000E+00;2.3722E-02;1.4643E-02;-7.9446E-02;-8.0495E-02;0.0000E+00;0.0000E+00;1.5109E-02;7.4595E-03
E15;2019/03/01;00:10:00;3.0127E-01;1.3363E-02;-1.3858E-01;3.3189E-01;2.5715E-02;3.3089E-01;-1.8460E-03;-9.6874E-02;0.0000E+00;0.0000E+00;9.8275E-02;5.0232E-02;-1.8224E-02;-8.0495E-02;0.0000E+00;0.0000E+00;1.1465E-01;6.0666E-02
E19;2019/03/01;00:10:00;2.9397E-01;-7.8667E-02;6.6095E-02;3.1141E-01;2.6357E-01;1.6586E-01;3.0743E-01;-9.6874E-02;0.0000E+00;0.0000E+00;8.5787E-02;5.2680E-02;2.9105E-01;-8.0495E-02;0.0000E+00;0.0000E+00;6.9408E-02;3.8264E-02
E21;2019/03/01;00:10:00;-2.8995E-01;1.4947E-01;9.6708E-02;3.4024E-01;-1.6918E-01;2.9519E-01;-9.3722E-02;-9.6874E-02;0.0000E+00;0.0000E+00;1.3509E-01;8.1878E-02;-1.1010E-01;-8.0495E-02;0.0000E+00;0.0000E+00;1.1871E-01;6.7762E-02
E24;2019/03/01;00:10:00;7.3803E-02;4.6788E-02;2.1705E-01;2.3398E-01;1.1620E-01;2.0309E-01;1.3143E-01;-9.6874E-02;0.0000E+00;0.0000E+00;6.1721E-02;3.1104E-02;1.1505E-01;-8.0495E-02;0.0000E+00;0.0000E+00;4.5343E-02;2.5963E-02
E25;2019/03/01;00:10:00;8.5140E-02;3.0752E-01;2.3730E-01;3.9765E-01;6.3113E-02;3.9261E-01;-2.0755E-02;-9.6874E-02;0.0000E+00;0.0000E+00;1.6698E-01;9.6830E-02;-3.7134E-02;-8.0495E-02;0.0000E+00;0.0000E+00;1.8336E-01;1.1116E-01
E26;2019/03/01;00:10:00;1.8379E-01;1.0984E-01;6.6925E-02;2.2432E-01;2.0751E-01;8.5211E-02;1.7089E-01;-9.6874E-02;0.0000E+00;0.0000E+00;5.0103E-02;3.4950E-02;1.5451E-01;-8.0495E-02;0.0000E+00;0.0000E+00;6.6481E-02;5.0765E-02
E27;2019/03/01;00:10:00;1.0787E-01;-3.8248E-02;-3.0829E-02;1.1853E-01;-2.3080E-02;1.1626E-01;9.8116E-02;-9.6874E-02;0.0000E+00;0.0000E+00;1.4571E-01;1.2173E-01;8.1738E-02;-8.0495E-02;0.0000E+00;0.0000E+00;1.2933E-01;1.0549E-01
E30;2019/03/01;00:10:00;1.3576E-01;1.6564E-01;-3.1657E-01;3.8221E-01;6.8218E-02;3.7607E-01;5.7746E-03;-9.6874E-02;0.0000E+00;0.0000E+00;1.4189E-01;7.7898E-02;-1.0604E-02;-8.0495E-02;0.0000E+00;0.0000E+00;1.5827E-01;9.1351E-02
E31;2019/03/01;00:10:00;1.0092E-01;-2.4373E-03;7.9956E-02;1.2878E-01;7.4084E-02;1.0534E-01;-4.5535E-02;-9.6874E-02;0.0000E+00;0.0000E+00;1.4057E-01;1.1916E-01;-6.1913E-02;-8.0495E-02;0.0000E+00;0.0000E+00;1.5695E-01;1.3545E-01
E33;2019/03/01;00:10:00;1.7316E-01;6.3940E-02;1.2052E-01;2.2045E-01;1.9669E-01;9.9549E-02;2.6982E-02;-9.6874E-02;0.0000E+00;0.0000E+00;1.8653E-01;1.6695E-01;1.0604E-02;-8.0495E-02;0.0000E+00;0.0000E+00;2.0291E-01;1.8329E-01
E36;2019/03/01;00:10:00;9.0163E-02;4.8277E-02;-3.2732E-01;3.4293E-01;7.8770E-02;3.3376E-01;-1.0374E-01;-9.6874E-02;0.0000E+00;0.0000E+00;2.5260E-01;1.8616E-01;-1.2012E-01;-8.0495E-02;0.0000E+00;0.0000E+00;2.6898E-01;2.0214E-01
E01;2019/03/01;00:12:00;2.6626E-01;-2.4036E-01;7.3864E-02;3.6623E-01;2.4729E-01;2.7013E-01;1.5715E-01;-1.0049E-01;0.0000E+00;0.0000E+00;1.4254E-01;9.2736E-02;1.4092E-01;-8.4262E-02;0.0000E+00;0.0000E+00;1.5877E-01;1.0797E-01
E02;2019/03/01;00:12:00;1.3743E-02;8.9541E-02;7.3551E-02;1.1669E-01;5.6955E-02;1.0184E-01;-1.1459E-01;-1.0049E-01;0.0000E+00;0.0000E+00;1.9216E-01;1.7111E-01;-1.3083E-01;-8.4262E-02;0.0000E+00;0.0000E+00;2.0839E-01;1.8729E-01
E03;2019/03/01;00:12:00;1.7130E-04;-1.1772E-01;6.4897E-02;1.3442E-01;2.0922E-02;1.3278E-01;6.1826E-02;-1.0049E-01;0.0000E+00;0.0000E+00;7.0001E-02;4.4601E-02;4.5594E-02;-8.4262E-02;0.0000E+00;0.0000E+00;5.3769E-02;3.0226E-02
E04;2019/03/01;00:12:00;7.1911E-01;2.9566E-01;5.2435E-01;9.3780E-01;-1.3339E-01;9.2827E-01;-4.8076E-01;-1.0049E-01;0.0000E+00;0.0000E+00;5.5054E-01;3.6914E-01;-4.9700E-01;-8.4262E-02;0.0000E+00;0.0000E+00;5.6677E-01;3.8455E-01
E05;2019/03/01;00:12:00;-4.0378E-02;-8.2930E-02;1.6993E-01;1.9335E-01;1.3413E-02;1.9288E-01;-3.0463E-01;-1.0049E-01;0.0000E+00;0.0000E+00;3.5929E-01;3.1878E-01;-3.2086E-01;-8.4262E-02;0.0000E+00;0.0000E+00;3.7552E-01;3.3496E-01
E07;2019/03/01;00:12:00;1.6636E-01;-1.2269E-01;2.9711E-01;3.6194E-01;1.8792E-01;3.0934E-01;2.4307E-01;-1.0049E-01;0.0000E+00;0.0000E+00;1.2621E-01;7.0394E-02;2.2683E-01;-8.4262E-02;0.0000E+00;0.0000E+00;1.0998E-01;5.7688E-02
E08;2019/03/01;00:12:00;3.0440E-01;-3.5058E-02;3.8090E-01;4.8885E-01;1.1164E-01;4.7594E-01;2.3281E-02;-1.0049E-01;0.0000E+00;0.0000E+00;1.8828E-01;1.0574E-01;7.0497E-03;-8.4262E-02;0.0000E+00;0.0000E+00;2.0451E-01;1.1939E-01
E09;2019/03/01;00:12:00;2.5194E-01;-1.8048E-01;2.2635E-02;3.1074E-01;3.4860E-02;3.0878E-01;-1.5025E-01;-1.0049E-01;0.0000E+00;0.0000E+00;2.5082E-01;1.8870E-01;-1.6648E-01;-8.4262E-02;0.0000E+00;0.0000E+00;2.6706E-01;2.0460E-01
E11;2019/03/01;00:12:00;5.1699E-03;1.4779E-02;-4.3115E-01;4.3143E-01;-7.3939E-02;4.2505E-01;9.2005E-02;-1.0049E-01;0.0000E+00;0.0000E+00;2.5583E-01;1.7344E-01;7.5773E-02;-8.4262E-02;0.0000E+00;0.0000E+00;2.3959E-01;1.5811E-01
E12;2019/03/01;00:12:00;2.6562E-01;1.0696E-01;1.2197E-02;2.8660E-01;7.9324E-03;2.8649E-01;9.3383E-02;-1.0049E-01;0.0000E+00;0.0000E+00;1.4737E-01;9.3079E-02;7.7151E-02;-8.4262E-02;0.0000E+00;0.0000E+00;1.3114E-01;7.8415E-02
E13;2019/03/01;00:12:00;-1.5940E-02;-9.0360E-02;1.1065E-01;1.4374E-01;-1.0639E-01;9.6659E-02;-8.4755E-02;-1.0049E-01;0.0000E+00;0.0000E+00;3.9963E-02;2.3410E-02;-1.0099E-01;-8.4262E-02;0.0000E+00;0.0000E+00;2.3731E-02;1.2888E-02
E15;2019/03/01;00:12:00;3.0613E-01;1.6276E-02;-1.3644E-01;3.3555E-01;2.5287E-02;3.3459E-01;7.6630E-04;-1.0049E-01;0.0000E+00;0.0000E+00;9.6044E-02;4.9072E-02;-1.5465E-02;-8.4262E-02;0.0000E+00;0.0000E+00;1.1228E-01;5.8771E-02
E19;2019/03/01;00:12:00;2.9423E-01;-8.2121E-02;6.5780E-02;3.1248E-01;2.6522E-01;1.6523E-01;3.1440E-01;-1.0049E-01;0.0000E+00;0.0000E+00;9.1009E-02;5.7583E-02;2.9817E-01;-8.4262E-02;0.0000E+00;0.0000E+00;7.4777E-02;4.2903E-02
E21;2019/03/01;00:12:00;-2.9307E-01;1.4999E-01;1.0113E-01;3.4440E-01;-1.7115E-01;2.9886E-01;-9.0447E-02;-1.0049E-01;0.0000E+00;0.0000E+00;1.4107E-01;8.6741E-02;-1.0668E-01;-8.4262E-02;0.0000E+00;0.0000E+00;1.2484E-01;7.2520E-02
E24;2019/03/01;00:12:00;1.1949E-01;1.7046E-02;1.8060E-01;2.1722E-01;1.1920E-01;1.8159E-01;1.0735E-01;-1.0049E-01;0.0000E+00;0.0000E+00;4.8184E-02;2.5226E-02;9.1116E-02;-8.4262E-02;0.0000E+00;0.0000E+00;6.4416E-02;3.4940E-02
E25;2019/03/01;00:12:00;8.2644E-02;3.0840E-01;2.3976E-01;3.9928E-01;6.4665E-02;3.9401E-01;-1.7102E-02;-1.0049E-01;0.0000E+00;0.0000E+00;1.6515E-01;9.5112E-02;-3.3334E-02;-8.4262E-02;0.0000E+00;0.0000E+00;1.8138E-01;1.0922E-01
E26;2019/03/01;00:12:00;1.8828E-01;8.2561E-02;8.4656E-02;2.2233E-01;1.9994E-01;9.7254E-02;1.5586E-01;-1.0049E-01;0.0000E+00;0.0000E+00;6.0337E-02;4.2644E-02;1.3962E-01;-8.4262E-02;0.0000E+00;0.0000E+00;7.6568E-02;5.8360E-02
E27;2019/03/01;00:12:00;1.0613E-01;-3.7452E-02;-2.6671E-02;1.1566E-01;-2.5909E-02;1.1272E-01;9.9163E-02;-1.0049E-01;0.0000E+00;0.0000E+00;1.4875E-01;1.2547E-01;8.2931E-02;-8.4262E-02;0.0000E+00;0.0000E+00;1.3252E-01;1.0937E-01
E30;2019/03/01;00:12:00;1.3818E-01;1.6790E-01;-3.2234E-01;3.8883E-01;6.5094E-02;3.8334E-01;9.1821E-03;-1.0049E-01;0.0000E+00;0.0000E+00;1.3700E-01;7.3522E-02;-7.0497E-03;-8.4262E-02;0.0000E+00;0.0000E+00;1.5323E-01;8.6309E-02
E31;2019/03/01;00:12:00;1.0206E-01;-3.3798E-03;8.0239E-02;1.2987E-01;7.4596E-02;1.0631E-01;-4.0967E-02;-1.0049E-01;0.0000E+00;0.0000E+00;1.3672E-01;1.1514E-01;-5.7199E-02;-8.4262E-02;0.0000E+00;0.0000E+00;1.5295E-01;1.3127E-01
E33;2019/03/01;00:12:00;1.7810E-01;6.2211E-02;1.2187E-01;2.2459E-01;2.0150E-01;9.9191E-02;2.8475E-02;-1.0049E-01;0.0000E+00;0.0000E+00;1.8966E-01;1.7018E-01;1.2243E-02;-8.4262E-02;0.0000E+00;0.0000E+00;2.0589E-01;1.8637E-01
E36;2019/03/01;00:12:00;8.5396E-02;4.5740E-02;-3.3020E-01;3.4411E-01;8.0744E-02;3.3451E-01;-1.0239E-01;-1.0049E-01;0.0000E+00;0.0000E+00;2.5334E-01;1.8676E-01;-1.1862E-01;-8.4262E-02;0.0000E+00;0.0000E+00;2.6957E-01;2.0259E-01
E01;2019/03/01;00:14:00;2.6614E-01;-2.4234E-01;7.0486E-02;3.6678E-01;2.4663E-01;2.7148E-01;1.6243E-01;-1.0521E-01;0.0000E+00;0.0000E+00;1.3689E-01;8.7318E-02;1.4486E-01;-8.7631E-02;0.0000E+00;0.0000E+00;1.5447E-01;1.0368E-01
E02;2019/03/01;00:14:00;4.4889E-02;1.5440E-01;2.9861E-02;1.6354E-01;3.0183E-02;1.6073E-01;-1.3349E-01;-1.0521E-01;0.0000E+00;0.0000E+00;1.9761E-01;1.6446E-01;-1.5107E-01;-8.7631E-02;0.0000E+00;0.0000E+00;2.1518E-01;1.8191E-01
E03;2019/03/01;00:14:00;4.1601E-03;-1.1289E-01;6.7249E-02;1.3146E-01;1.6989E-02;1.3036E-01;6.7050E-02;-1.0521E-01;0.0000E+00;0.0000E+00;7.8545E-02;5.3025E-02;4.9475E-02;-8.7631E-02;0.0000E+00;0.0000E+00;6.0970E-02;3.6756E-02
E04;2019/03/01;00:14:00;7.2352E-01;2.9444E-01;5.3264E-01;9.4545E-01;-1.2713E-01;9.3686E-01;-4.7913E-01;-1.0521E-01;0.0000E+00;0.0000E+00;5.5687E-01;3.7378E-01;-4.9670E-01;-8.7631E-02;0.0000E+00;0.0000E+00;5.7445E-01;3.9047E-01
E05;2019/03/01;00:14:00;-4.3647E-02;-8.0649E-02;1.6963E-01;1.9283E-01;1.3082E-02;1.9239E-01;-3.0294E-01;-1.0521E-01;0.0000E+00;0.0000E+00;3.5717E-01;3.1676E-01;-3.2051E-01;-8.7631E-02;0.0000E+00;0.0000E+00;3.7474E-01;3.3429E-01
E07;2019/03/01;00:14:00;1.6198E-01;-1.2496E-01;2.9733E-01;3.6091E-01;1.8583E-01;3.0939E-01;2.5007E-01;-1.0521E-01;0.0000E+00;0.0000E+00;1.3527E-01;7.8061E-02;2.3250E-01;-8.7631E-02;0.0000E+00;0.0000E+00;1.1769E-01;6.3533E-02
E08;2019/03/01;00:14:00;3.0578E-01;-3.3153E-02;3.8161E-01;4.9012E-01;1.0769E-01;4.7815E-01;2.5307E-02;-1.0521E-01;0.0000E+00;0.0000E+00;1.8287E-01;1.0114E-01;7.7321E-03;-8.7631E-02;0.0000E+00;0.0000E+00;2.0045E-01;1.1563E-01
E09;2019/03/01;00:14:00;2.4723E-01;-1.8305E-01;2.3666E-02;3.0853E-01;3.8411E-02;3.0613E-01;-1.4671E-01;-1.0521E-01;0.0000E+00;0.0000E+00;2.5018E-01;1.8859E-01;-1.6429E-01;-8.7631E-02;0.0000E+00;0.0000E+00;2.6776E-01;2.0581E-01
E11;2019/03/01;00:14:00;-6.6988E-03;2.8195E-02;-4.2341E-01;4.2440E-01;-8.8604E-02;4.1504E-01;7.2564E-02;-1.0521E-01;0.0000E+00;0.0000E+00;2.4855E-01;1.6828E-01;5.4989E-02;-8.7631E-02;0.0000E+00;0.0000E+00;2.3097E-01;1.5170E-01
E12;2019/03/01;00:14:00;2.7458E-01;1.0719E-01;1.2267E-02;2.9502E-01;1.1801E-02;2.9478E-01;9.7206E-02;-1.0521E-01;0.0000E+00;0.0000E+00;1.4920E-01;9.3517E-02;7.9630E-02;-8.7631E-02;0.0000E+00;0.0000E+00;1.3162E-01;7.7752E-02
